fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type
6.528184141924652,0.14620588160667505,0.3678861893556511,1.2254731353972184,0.03473171361339064,48.63414319330468,114.35230177405815,0.9910084015387448,3.400840153874488,0.4994309467782554,11.584552425773957,0
7.821589472184675,0.3515682105563065,0.434908631099096,3.3177220998648296,0.0773727157774774,15.3136421112613,34.96132627680155,0.9968122865169886,3.3327496838806288,0.834908631099096,12.58045052211709,1
6.081032339837525,0.29803655323395656,0.2696838723306254,2.0063225533874918,0.025196344676604348,30.354408511291638,118.67720425564582,0.990000217318329,3.4693010639114545,0.4932279574435418,12.35440851129164,0
6.402845958899922,0.21983991481187942,0.3198754892981284,7.189149781694049,0.028008893621562257,15.0,83.00533617293735,0.9929954464657601,3.1297331913531323,0.5497154041100079,10.900533617293735,0
6.533442266535503,0.29001633998032544,0.30250408499508136,11.945390792199518,0.041500816999016275,43.998366001967455,130.41680283316938,0.9944997712402754,3.229967320039349,0.40581563168798074,11.291761983218565,0
6.162058812300459,0.24581985392370984,0.3997426484624426,5.574761003444812,0.025379411876995408,66.75882375399081,180.02573515375573,0.9918254043822887,3.369613972693664,0.3939227945387328,12.056911781549312,0
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,0
6.745352227040905,0.5168845344898172,0.3314197571939077,3.767211336224543,0.03323493117857267,25.67211336224543,109.0,0.9905540958707144,3.268743643673455,0.5667211336224542,12.710929554591818,0
6.470819585520016,0.28062293782800235,0.30015573445700056,12.199795433824937,0.04103114689140012,44.93770621719976,130.3385244819,0.9946312788704079,3.2487541243439955,0.41599181735299745,11.236967137330014,0
5.290875267600188,0.33996279436020654,0.31368709859971833,3.0275602253984037,0.02654562366199906,24.635010704007513,128.90875267600188,0.9908776904451377,3.4772997859198496,0.617225374640263,12.199627943602065,0
7.50149796369842,0.25417975564381046,0.36597004072603156,3.95527922972389,0.041402995927396845,45.761052943841065,163.38801629041262,0.9921298865604096,3.26,0.3879101221780948,11.797004072603158,0
5.439237900233371,0.240142893706243,0.3557904225641769,2.847335210253809,0.03858856850350056,74.16761075991825,143.38285275525084,0.98985885685035,3.207942842517503,0.7048377978558901,11.921524199533259,0
5.019152880082678,0.546835611116775,0.1408327339166382,8.298334532166724,0.03274113318580797,34.97501798250085,163.98334532166723,0.9918273136724658,3.5270021579001023,0.5089174459083704,12.482512587750598,0
6.522232019440368,0.18889280777614742,0.3455580048600922,1.5444199513990786,0.04,43.222320194403686,147.88883990279817,0.9914556682235642,3.32,0.5888883990279815,11.2887958153165,0
6.52610202664355,0.2106983647958391,0.3652204053287101,1.3165428373009704,0.04406983647958391,39.9044081065742,119.8088162131484,0.9907321247806086,3.382352648525936,0.43617632426296804,11.924269461453537,0
6.228827848322416,0.5533369612070625,0.4223443033551689,2.208974691284544,0.037648354496724656,28.711721516775846,76.72967089934494,0.98953440304054,3.304054936509826,0.43900734214810644,12.771172151677584,0
5.4,0.5165399740109741,0.15807713914442487,2.5846283486654924,0.03407713914442487,33.03856957221244,128.38457217111502,0.9887465175029908,3.2365343562559277,0.5761486605338031,13.238457217111502,0
5.6,0.12,0.33,2.9,0.044,21.0,73.0,0.98896,3.17,0.32,12.9,0
6.999323345873838,0.4475422908828851,0.2774407927639609,2.6501691635315403,0.044553830369008555,28.872039638198043,82.43940308972984,0.9913499123986234,3.35508458176577,0.5174746254702689,11.987542290882885,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
6.739483230941272,0.3076382616588905,0.3381550307176183,2.3394832309412723,0.041343155403539944,36.51291922646819,103.30258384529364,0.9911907751535881,3.270922484641191,0.4418449692823817,11.727674539235725,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
6.759977791616961,0.22200943856279115,0.3020011104191519,6.459644665871391,0.03179933374850886,39.79988895808481,96.79988895808481,0.9924657062941343,3.2200027760478798,0.5120122146106709,11.480155458681267,0
5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,0
8.800539490799938,0.4788919631242899,0.4011080368757101,2.5321621246714265,0.07407027251971442,7.035136259857209,16.678378753285735,0.9939098630465641,3.183918937664287,0.6974865127300015,12.424595381900046,1
8.198889772963003,0.37256938918981225,0.38240285513426286,2.350277556759249,0.05992327521608849,34.12014275671314,79.06562251354156,0.9926132057921517,3.2051387783796246,0.5624583664861127,11.912569389189812,0
6.9,0.233944085625551,0.28464802854185034,7.916200713546258,0.044422365749779605,41.6055914374449,115.30279571872245,0.992825409331337,3.1665476717687215,0.5488716860396463,11.685921141674013,0
6.727486667994235,0.17639114302783027,0.32728495245681344,1.5274866679942352,0.03481787618857967,45.53964758301361,184.360885697217,0.9906455309528551,3.3317876188579665,0.5962902852591193,12.308938094289832,0
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
6.833211841396746,0.22996355241902386,0.30889293862010847,6.816970396508135,0.03738747148296204,32.889293862010845,121.05535306899458,0.9918839908745478,3.0354988593184817,0.3960888375894035,11.855717544804339,0
7.682877819079572,0.3887290100511349,0.3254516499147751,1.81418065996591,0.039232136582614124,28.268905594545608,74.0,0.9896869530900841,2.962836131993182,0.3897058479045481,12.82983208040908,0
7.3977944426020805,0.3273476589012354,0.32839813477587776,7.186738294506177,0.04056355158072172,37.569065474216515,161.4309345257835,0.993769616863566,3.2987841073205133,0.390110277869896,11.386738294506177,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
6.5,0.2939938427148012,0.2760061572851988,3.9399384271480122,0.03679876854296024,36.84984606787003,96.24923033935015,0.99026,3.2030030786425994,0.6030030786425994,12.6,0
9.048320260723386,0.35275196089149213,0.4852680554037195,2.360400325904232,0.07472480391085079,6.0,14.802001629521161,0.9958548964041213,3.2379199348191534,0.8188920749579733,11.7,1
5.4,0.47146550419048683,0.15163792917006955,2.1982757502041728,0.027637929170069544,29.818964585034774,129.67241416598608,0.9893711208705033,3.358879345768679,0.730689699918331,13.36724141659861,0
5.215501144261201,0.24103340961741337,0.44715812355211326,3.758663615303465,0.027258352404353342,21.077505721306004,127.922494278694,0.9919447125854683,3.5450913043172863,0.4858663615303465,11.241336384696535,0
5.843552479801487,0.2577208765836989,0.270595155710632,1.7732641291773235,0.03715824682794423,18.197923875319702,55.53471741645353,0.9908440392156626,3.339603229526245,0.8152479815460967,12.098016147631228,0
6.494293217111168,0.16761779714813854,0.3129528811407446,5.330523708370736,0.03176675419963031,58.11911014259307,127.64764405703723,0.9915465027004595,3.2322827131555325,0.6994293217111168,12.240942377185108,0
6.424336880108144,0.24821286444144045,0.4129277186648643,4.39847478201795,0.028650198978198337,68.11405831063047,178.47148542234237,0.9913057029155314,3.326919759536931,0.4825099489099169,12.370722813351358,0
6.211363064384887,0.361477701711335,0.24454522575395465,6.162496854116876,0.03177273871230227,18.772738712302267,85.8295540342267,0.9895479440782434,3.0451133789731992,0.2764764433580857,13.257961695188918,0
6.542551271275446,0.41617083683548006,0.3121275635637723,3.6531890890943073,0.04482984003992524,19.744647247320305,144.2765381382634,0.9904625422462701,3.1606378178188614,0.3878701801848767,12.031913453456584,0
6.0459700026910825,0.45287421403582806,0.22218335735429934,7.81437107017914,0.03573560715246815,36.120682145740446,162.87931785425957,0.9926591896450677,3.4291386068833596,0.4577014998654459,12.01437107017914,0
7.263098796840081,0.2281549398420041,0.3616972292890184,1.9461265039498976,0.042383795118496936,50.81549398420041,164.44648195260123,0.9911321108284392,3.237859278104049,0.4064577105529857,11.886339773140694,0
7.638897009566869,0.2917900332270348,0.35462990031889563,6.480890364159912,0.04074697674107565,35.85196012755826,159.92598006377912,0.9938135946836745,3.258209966772965,0.4451813955354611,11.396903654973826,0
6.757754238565301,0.26475264816140365,0.409966631659259,1.692078919730994,0.048656753188343074,41.05280720179337,121.92078919730994,0.9929049470367719,3.4670956039013645,0.47603945986549695,10.5422457614347,0
6.606171124936544,0.42301262001015305,0.43814866251903695,6.4267743494162,0.020582609746065694,42.51360425088839,135.72594650076147,0.990621419479533,3.1215063100050764,0.3221234224987309,12.723955075164987,0
5.741689192646777,0.2994504513724738,0.27583108073532236,1.554859233946102,0.026194369357844076,14.805630642155922,68.93096853185757,0.9899215349110049,3.363197072475457,0.4427612587256971,11.9,0
6.728751100620894,0.23137466981373173,0.32032524213659674,3.176496037764781,0.0421175198111761,35.16999119503285,96.5424977987582,0.9914220555911541,3.1679748459130748,0.5039245377392244,11.593495157268066,0
5.7972283794907895,0.4008314861527631,0.11916851384723692,1.61085466759677,0.0404873009696543,27.7297923822811,88.6212457063134,0.990270393069271,3.4270439432158972,0.6903003434949281,13.78383390582488,0
5.583158635705924,0.21757430013659151,0.34554486766833775,2.912878690342528,0.03198018663024226,29.0,118.0,0.9903366259754135,3.436337402458647,0.42930653205847924,11.90891601639098,0
7.028817503353922,0.3882784474743344,0.28413922373716716,4.7748505319645,0.03950673819849484,31.0,121.41392237371672,0.9930603222058592,3.348839802190273,0.4980464079123891,11.471182496646078,0
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,0
5.779777758597735,0.3240444482804529,0.2719111034390942,4.202259166555722,0.032134814942681764,45.89888879298868,115.13481494268176,0.9894579777758598,3.1667407471340883,0.5619111034390941,12.969666637896603,0
10.712795813411443,0.35575811603515,0.5329856897960037,2.6554485247829263,0.07034122169097186,5.021326355685741,16.063979067057222,0.9972341221690971,3.151492844898002,0.6508530542274297,11.051183253645778,1
6.871879702563922,0.22765413384623506,0.39843608923082335,3.38917301025217,0.05115639107691766,41.35939851281961,122.35939851281961,0.9930646917323075,3.34061653538494,0.4871879702563922,10.679699256409805,0
5.625753259234766,0.14510942775389682,0.32227402222957025,2.7261655001653295,0.04168220666887106,20.22740222295702,72.6137011114785,0.9890861909702503,3.195753259234766,0.3303013036939064,12.771233703826171,0
6.639124314761921,0.20654925729464196,0.309538311229166,6.288338549970177,0.028747263483631002,15.0,83.4483580901786,0.992617401096381,3.10758209549107,0.526087568523808,10.94483580901786,0
6.997173322803149,0.46314488818687655,0.29342755590656167,12.880568692325443,0.02777031149721788,21.485866614015745,142.17137779532808,0.9943299661351727,3.1251413338598426,0.456007108654068,12.0,0
8.2,0.3135966071177854,0.36,3.180931191445631,0.034,15.11988690392618,91.8719321423557,0.9920288859530161,3.028719321423557,0.3425613571528858,11.248772856942283,0
7.404082054669706,0.34969394929384995,0.2818367178132118,3.7897969312072934,0.03755101534396354,27.887753835990882,95.29591794533029,0.9920015302535308,3.245510153439635,0.6047958972665147,11.826531287471528,0
6.849060650458,0.21434050555447287,0.3396223104170727,1.8698238286883657,0.03167925631943091,27.0,93.45283754628727,0.989498878629848,3.225471624537127,0.39660469328590925,12.996223104170726,0
5.32133004690944,0.28889196535548467,0.525595549621301,5.290027181529336,0.03599723118006378,53.55678614219388,154.6675896066454,0.9901633246106035,3.2899446236012757,0.3566205196677297,12.656232378206631,0
6.53606878281428,0.46665650787542734,0.2602633861568554,3.6416412696885683,0.03030496295939993,24.416412696885683,109.0,0.990378297777564,3.302228994749715,0.5541641269688569,12.752786243437145,0
8.0985951905088,0.24831422861055885,0.3042273547798395,1.0507024047456006,0.033492975952543996,15.98595190508799,89.45083166780796,0.9905188761524071,3.00957855715264,0.3554916833219203,11.446487976271996,0
9.800558009536871,0.3532961326975419,0.4708100829359637,4.485472369891341,0.07216759668256145,5.832403317438548,14.248604976157822,0.9963597190570166,3.2216759668256145,0.7658937843664944,12.558379834128072,1
7.35645802226998,0.37329465618842944,0.3435267190578527,2.3576183366170955,0.06091725212848506,15.0,30.788091683085476,0.9952966595677951,3.256821375246282,0.7823511460385685,11.635267190578528,1
7.0,0.36,0.32,10.144102819497983,0.045,36.58176524667564,131.83646950664874,0.9935158176524668,3.09,0.33,11.679088262333782,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
7.248036532205967,0.40113564372925326,0.2912226698304478,1.8336234203373152,0.03236680094913435,25.847166271194023,73.96943325423881,0.9888921396722034,2.966419016609851,0.3490829976271641,12.99694332542388,0
6.640308503707959,0.3562005274101735,0.2999228740730102,1.5821595259557144,0.024433935407875508,28.798457481460204,87.79074488876122,0.9905092185896464,3.284185102224775,0.4541079762977857,12.319382992584082,0
6.561330378547792,0.41705247563991055,0.3134072432526551,3.490968215915036,0.044977827024203464,19.545158920424818,142.7274205397876,0.9902424878054675,3.1588588324569034,0.34954028110743435,12.034072432526552,0
6.713435122985203,0.22027698945841118,0.2902769894584112,5.167175614926014,0.06988506071728198,29.48615052707944,155.29640140554517,0.9920131036430369,3.2202769894584113,0.4721744806737538,11.908309683752334,0
6.435314047994368,0.17823429760028162,0.3517657023997184,1.917657023997184,0.04605885674665728,35.352858133356804,95.52942837332864,0.9912282907669177,3.177057162667136,0.6488143946692482,11.341143253342722,0
5.406042879001967,0.39879142419960667,0.12241715160078664,2.3958739151761717,0.034626380806653555,44.030214395009835,117.62638080665356,0.9894206042879001,3.2913190403326777,0.4124171516007866,12.40906431850295,0
4.415410184857304,0.3221574258800226,0.386301555634247,4.266097593313931,0.02993835926057078,30.969179630285392,127.0462305545719,0.9890475509905801,3.458921287059989,0.3663181757914947,12.809246110914383,0
10.518038469734229,0.32771882153417675,0.604827660027851,2.820158753696187,0.07465782323012651,9.986734845189773,32.54376430683536,0.9980798412463038,3.088196153026577,0.8377188215341768,11.12891161506326,1
7.0,0.212331415092079,0.275337169815842,8.770559245156424,0.03129440754843576,37.7668584907921,122.15337169815842,0.9924180345283427,3.067668584907921,0.36453947170534723,12.26994245276237,0
6.625677017499928,0.21385155262498923,0.38256770174999283,2.148645965000144,0.028696086837492456,39.229689475002154,104.12838508749964,0.9912202608775005,3.234593789500043,0.4115546578749677,11.31825464874939,0
6.9,0.2600940121420415,0.2773410997396666,9.008706313964376,0.038908236253254166,37.0,127.7247087597625,0.9934164725065083,3.2452237883786252,0.3381647250650834,11.400940121420415,0
7.180215448040254,0.29208617921610175,0.3639838413969809,5.259353655879237,0.028008079301509538,31.60161586030191,105.6016158603019,0.9909663931926735,3.076043089608051,0.3540646344120763,12.640107724020128,0
10.174010156587054,0.3664371826066546,0.5201376904360073,2.3370050782935268,0.0703287436521331,5.6574873042661835,16.0,0.9963518413774965,3.1697246191279853,0.6631497460853236,11.493115478199638,1
6.9,0.15,0.28,4.4,0.029,14.0,107.0,0.99347,3.24,0.46,10.4,0
6.318143534565097,0.27289604231226394,0.28,5.948638519070763,0.0404787123837925,44.586881269367915,115.47103957687736,0.991249950392134,3.1882623746126417,0.5841311873063207,12.293440634683959,0
5.459359062297379,0.2987741610592509,0.17838758411123604,4.163224831777528,0.028754832211850188,37.245167788149814,99.50966442370037,0.9904816124158888,3.2926449663555055,0.38942013457797764,11.898067115259925,0
11.004411590313737,0.4869852156411815,0.6010293710732053,3.919116891359526,0.07811764240836631,5.507352650522894,17.522057951568684,0.9980117642408366,3.1855146855366026,0.6702941060209158,12.217646361254946,1
7.138205934894797,0.19247200571949474,0.344269717553997,9.63145084028054,0.03282022881654978,13.5730282446003,93.53931355035067,0.9943882022881655,3.1083142652875186,0.38,10.893257061150075,0
6.478790677111641,0.17363720313349204,0.344241864577672,1.6424186457767198,0.03872744062669841,43.0,148.4241864577672,0.9914120932288836,3.3412093228883597,0.6112093228883598,11.3939533855582,0
8.807250895390567,0.33918429083080326,0.42184290830803245,2.113293087386146,0.06513293087386146,3.9184290830803246,14.377643624620486,0.9965510574498482,3.193262836676787,0.8933534563069271,10.459214541540161,1
8.885150363789956,0.269039321374676,0.46165921475280774,2.743669994969763,0.07576854290025917,37.78165002515118,76.10917498742441,0.9932595605431698,3.0583407852471924,0.6089082501257559,12.071179641240281,0
6.2,0.37,0.24,6.1,0.032,19.0,86.0,0.98934,3.04,0.26,13.4,0
8.624364531668284,0.33642419268509527,0.41262634552484123,1.8490505382099365,0.057015774487067614,33.84808611358984,74.0,0.9916466402473985,2.969810107641987,0.4873415069878222,12.411393541480763,0
6.370218029079673,0.16522653496408876,0.35331374659595793,1.6118292914815413,0.03525838873759813,47.62919436879906,114.18540281560047,0.9907959393824152,3.3636492960998834,0.521124168936028,11.778104223400701,0
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,0
6.386889215066068,0.22983308870044927,0.31475568602642706,7.127890682863372,0.028262215698678646,15.262215698678647,83.19666177400899,0.992760072635709,3.1241001467797305,0.5309893618457981,11.063884811674155,0
10.0522823019945,0.3365145132003666,0.46032157075022917,5.450415490978919,0.07258713716999082,5.412862830009166,13.619294245013748,0.9969848343832863,3.2258713716999083,0.7931639160494042,12.579356858499542,1
6.590916214778207,0.34333202729066203,0.296667972709338,3.0333202729066207,0.03684847297536965,29.151527024630344,119.75763512315173,0.9908,3.2545458107389105,0.6166640545813241,12.36969459507393,0
6.551301448231015,0.21148929353700546,0.31338056163989314,6.6231632286192585,0.02847281702572192,15.0,83.28369021543315,0.9927579176828304,3.1158154892283423,0.5348698551768987,10.928369021543315,0
6.646458884859197,0.20464588848591964,0.32,1.14848237922537,0.0385151762077463,39.0,120.47470632042283,0.9904141155692255,3.2407082230281605,0.4098988252816913,12.159611598239323,0
6.237382561323572,0.3349530245294289,0.33869128066178605,4.957592302481698,0.024504697547057114,51.878523160292836,138.9696307900732,0.9902207952860809,3.149696307900732,0.38565435966910694,12.671728201654465,0
6.623408211937919,0.19964575276097593,0.325390136865632,1.8624218985011178,0.03676591788062081,38.1914794701552,117.4609863134368,0.9894367446446226,3.2237578101498885,0.402695068432816,12.88439452537472,0
5.495722531791494,0.23860198191577503,0.3272039638315501,1.411841446737997,0.034817423509492455,25.699009042112483,96.86019819157751,0.990879603616845,3.5536515298101508,0.416348470189849,10.95805945747325,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
6.34297713053574,0.19283714491070997,0.302865142035716,4.372188493393022,0.0300013998562503,56.8581427544645,127.1432571017858,0.9910118525278929,3.2928091477857038,0.684297713053574,12.44269715928568,0
6.295222926365151,0.2985828052261369,0.2780891705460603,6.62372609500833,0.030095541472696986,17.095541472696983,84.57165610452273,0.9910825795524822,3.082850316864318,0.3980732432294687,12.209713420435616,0
6.6272227740763805,0.27455544518472386,0.3784028467595476,3.095829194427144,0.03965696789824619,34.0,103.27222774076381,0.9905183316777708,3.229346904906081,0.5375137371289953,12.670417080557286,0
7.046128367603348,0.27077432647933025,0.28306418380167436,1.9306418380167438,0.042922567352066975,31.693581619832564,129.07743264793302,0.9930535404112403,3.388484469156986,0.5645797146446883,10.792256735206697,0
6.266159059920766,0.3203807050594258,0.26646362396830625,6.463874829564211,0.03067681880158469,17.676818801584687,85.00761410118852,0.99055071079655,3.0697715769643446,0.3559306368851102,12.57301175099043,0
6.850141211551199,0.22,0.29746469711220025,7.4766239328387885,0.03449293942244005,34.00282423102398,121.25070605775599,0.9918903671500331,3.03002824231024,0.37746469711220026,12.050423634653598,0
6.213753952452091,0.4735287549434133,0.1562795454338315,2.2941373516976014,0.04290191699622755,28.0,84.80383399245511,0.9909866741106413,3.434115019773653,0.6497971344152706,12.901916996227552,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
7.108187740134694,0.45359369542393313,0.32313120852218924,1.6953751309825604,0.031476875654912806,26.523124345087197,74.17437478169573,0.9889440561823257,3.024518669227421,0.3569749912678293,12.965125043660853,0
6.495107610267955,0.42461837129475116,0.3070645661607734,3.6684934562486213,0.04644031507588399,19.440315075883994,142.75538051339777,0.9902928966070075,3.1558708676784533,0.34782782357127107,12.019569558928177,0
6.969578964898629,0.3265368613884917,0.3047894824493144,10.058894991030119,0.04317473789391773,35.60842070202742,132.87052754290403,0.9935304210351014,3.144757863182468,0.33304210351013713,11.508736894695886,0
6.8,0.31723284124664336,0.41808549080107416,7.0340608130510205,0.030595725459946294,29.404274540053706,109.85106863501343,0.991485111380414,3.1068076456975833,0.5870213727002686,12.529786272997315,0
6.450425096077884,0.16512752882336512,0.34991498078442324,1.6991498078442326,0.037025505764673027,43.0,148.99149807844233,0.9916957490392211,3.369574903922116,0.6395749039221161,11.252125480389418,0
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,0
7.016806982293341,0.23504209468800233,0.3616806982293341,6.831088283306543,0.02749579053119977,31.0,104.1680698229334,0.9919680636443519,3.301259751349311,0.4464702247893225,12.184034911466705,0
6.858895023459026,0.2760736651027316,0.41822099530819473,7.187734835786815,0.029018416275682895,30.19631674486342,109.0184162756829,0.991479020269212,3.0760736651027316,0.5389576463355105,12.519631674486343,0
6.600304857521071,0.3433536571680715,0.4924466499338124,3.3740092130565165,0.040667682858403574,36.0,113.58307928539911,0.9909416920714601,3.33752286431408,0.5499695142478928,12.466768285840358,0
6.848787629013742,0.3674393814506871,0.3643598453626718,0.9307953608801535,0.0379238608264046,33.74393814506871,111.87196907253436,0.9901088555673021,3.23207567015481,0.49128030927465643,12.361590721760306,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
8.695408866296074,0.41618364534815705,0.4109899505851362,1.8,0.06857245319777644,6.190817732592148,12.76327093036859,0.9950569584244002,3.3232855174370997,0.69,11.852654186073718,1
5.900495495048528,0.21745222012032053,0.3050106177510399,5.575300836279464,0.03399929214993068,61.49823037482669,132.99646074965338,0.9907108564985839,3.19,0.5251309522628251,12.249893822489602,0
6.838436871716763,0.3461563128283236,0.32153747486867057,2.4230621230300584,0.04769250502626589,34.92312625656647,103.38436871716763,0.9910961563128283,3.286149899474682,0.46538116204034696,12.061498994746822,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,0
6.165375981943155,0.2697676767497679,0.2667699214445476,14.332687990971577,0.042311391693033634,18.66150392777262,97.00387205417053,0.9944964214365692,3.126924803611369,0.3267699214445476,11.5,0
5.705115859761928,0.2224879632678796,0.29846524207142167,2.1904679466069874,0.0345395726214265,17.846524207142167,71.42326210357108,0.9894750677128334,3.275115859761928,0.36204634390477114,12.374420701190362,0
5.8744080966563175,0.16681079295901893,0.3235433389022043,2.7224418198106175,0.04206300167066128,21.807082637224465,73.1614165274449,0.9889487008430788,3.1361025292365725,0.3248424958233468,12.91614165274449,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
7.220339083488759,0.22991522912781018,0.36966091651124067,1.838982749533722,0.033203390834887596,29.796609165112407,116.00847708721898,0.9911423735844214,3.327881320778934,0.46813563339550374,11.756778706856787,0
6.167822338499678,0.2572914435213872,0.2937269758214516,2.861105160570326,0.04132177661500321,37.47453951642903,96.05092096714193,0.9898803683868568,3.214236185492871,0.7613434355858705,12.505092096714193,0
6.2,0.37,0.24,6.1,0.032,19.0,86.0,0.98934,3.04,0.26,13.4,0
6.774557445324825,0.3079868101426924,0.4083738285261013,8.070687261490736,0.029872787226624124,30.254425546751747,110.0,0.9918155536272587,3.1041704269414163,0.6141704269414161,12.55088510935035,0
6.986560261808199,0.2630491391170257,0.4247543044148714,6.352960916328697,0.02852456955851286,24.847543044148715,125.84754304414871,0.9925212851586269,3.0718353649894374,0.33847543044148715,11.359176824947186,0
7.389567018604473,0.1914960844650735,0.2614960844650735,7.902952559070159,0.10684841106049328,33.07480422325367,161.82086596279106,0.9949044486435352,3.186122063348805,0.37820865962791056,10.543307229767157,0
6.778556963804849,0.21230048398321388,0.30687021587690194,1.99875055709041,0.033386537604476296,29.0,118.0,0.9912859128830215,3.34140871169785,0.47852881615667026,11.276058077985669,0
9.866070228956652,0.4065880916065129,0.4734119083934872,2.570216793891309,0.07178699236652146,5.893496183260729,16.29783206108691,0.9957555145037285,3.1648916030543455,0.6708482442760837,11.62544732828251,1
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,0
6.962808004304639,0.41707392103311347,0.2592068793973505,2.31586241205299,0.03451232017218557,25.371919956953608,87.54876798278144,0.9890946843051059,3.0278028772450307,0.3964630394834433,13.12561600860928,0
6.617060796339206,0.35819425574374436,0.3576587840732159,1.2097127871872186,0.03470236477803523,32.23412159267841,110.64881761098238,0.9896693394962025,3.113511823890176,0.4941469601830397,12.181942557437443,0
8.71617349771246,0.26797986051427614,0.44797986051427613,9.892951179996636,0.033383888411420884,27.39395815428283,124.40402789714479,0.9961919442057104,3.16363748925697,0.43575832617131327,10.541409764000672,0
10.17129781340234,0.36762340621992196,0.49475318756015607,2.398589643200892,0.06949647410800223,5.251762945998886,14.992948216004459,0.9966864035901623,3.200352589199777,0.6600705178399554,11.176234062199219,1
6.8,0.4075789778277722,0.3891747270951129,5.660799537017863,0.03204126364524436,27.958736354755647,109.48968408868892,0.9911092714522365,3.1718568640359956,0.5797936817737782,12.602063182262217,0
6.505440780148534,0.24290805851114006,0.4021857757072965,4.358255806701631,0.03396341267741368,32.145402925557,128.76360195037134,0.9926854597074444,3.4176360195037137,0.41345213652599344,11.0709194148886,0
6.843384044921772,0.29415398876955695,0.3169847865234683,7.818764381835066,0.03052927640625821,36.15076067382658,113.84923932617342,0.9913447072359375,2.9843384044921772,0.36018441572262033,12.271692022460886,0
7.27418322518511,0.5409200199658256,0.24961415377207094,1.1424333499715214,0.03791691712421684,15.219583125355983,91.21958312535598,0.9912409500748719,3.225163354962978,0.4980416874644017,12.127300049914563,0
7.467208911963548,0.30195511325375807,0.3233604455981774,1.5234222057403226,0.03923422205740323,15.953155588519355,94.57026661722097,0.9915002861938733,3.1394502190906612,0.4874951058369032,11.01955113253758,0
5.7005154578536565,0.3116786940165853,0.3433367697190244,1.4165807570243905,0.03733264605619512,17.833161514048783,95.49948454214635,0.9896168694134224,3.473243987305366,0.45330584224780496,12.783109968263416,0
7.657962054525891,0.25591089308621384,0.3259108930862138,7.31248348004304,0.06444199538490925,36.29554465431069,161.28407589094823,0.9943783943731292,3.2344331698146602,0.3728407589094822,10.972739287241424,0
6.8168676224443,0.20731657216966554,0.34225628543637543,1.7703181057369282,0.03159145715212082,27.0,93.39430476808054,0.9894137134375572,3.2260569523191944,0.3892880960100683,13.022562854363754,0
6.837601141430669,0.26517712655099046,0.41411436724504785,5.8316039950073435,0.029588563275495215,24.741143672450477,125.74114367245048,0.9921871911314945,3.1080111513668376,0.3374114367245048,11.540055756834187,0
6.385871325727478,0.3440151381497085,0.24278788948023317,2.157992430925146,0.03643863756652623,29.0,128.8401513814971,0.9919482843695786,3.361003784537427,0.6946098397973106,11.950189226871357,0
6.119082118961467,0.3095910974508257,0.5767287796066056,4.9890959320220185,0.03885006906530276,36.0,114.02726016994495,0.9909013630084973,3.2957746736585323,0.5974102838552294,12.3,0
7.1491960132799015,0.44427363334547687,0.3160479613425624,1.7177432799708554,0.03158871639985428,26.411283600145723,74.13709453338191,0.9889324993053484,3.010724977351306,0.3554837813352763,12.972581093323619,0
6.344263005029086,0.3908193644873959,0.18737716750484773,3.5663945075436296,0.027147543350096955,22.336054924563705,108.85245664990305,0.9904227088109094,3.332622832495152,0.5340982659961219,12.622947979883655,0
8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,0
